,title,year,url,edit_count,num_editors,edits_by_top_editors,word_count,reverted_edits
8554,Cathy's Book,2006,/wiki/Cathy%27s_Book,123,79,"48
                                ·
                                (39%)",344,12
8555,Cell (novel),2006,/wiki/Cell_(novel),942,561,"165
                                ·
                                (17.5%)",1801,96
8556,Chaotic (novella),2006,/wiki/Chaotic_(novella),32,25,"16
                                ·
                                (50%)",152,0
8557,The Children's Hospital,2006,/wiki/The_Children%27s_Hospital,65,26,"48
                                ·
                                (73.8%)",1044,1
8558,The Christopher Killer,2006,/wiki/The_Christopher_Killer,98,69,"30
                                ·
                                (30.6%)",749,15
8559,The Collectors (novel),2006,/wiki/The_Collectors_(novel),82,44,"43
                                ·
                                (52.4%)",409,2
8560,Coming Out (novel),2006,/wiki/Coming_Out_(novel),20,16,"13
                                ·
                                (65%)",115,0
8561,Conspiracy Game,2006,/wiki/Conspiracy_Game,35,20,"25
                                ·
                                (71.4%)",842,1
8562,The Copper Scroll,2006,/wiki/The_Copper_Scroll,36,24,"22
                                ·
                                (61.1%)",50,1
8563,Copper Sun,2006,/wiki/Copper_Sun,279,163,"64
                                ·
                                (22.9%)",184,70
8564,Crispin: At the Edge of the World,2006,/wiki/Crispin:_At_the_Edge_of_the_World,200,141,"43
                                ·
                                (21.5%)",222,38
8565,Cross (novel),2006,/wiki/Cross_(novel),182,97,"65
                                ·
                                (35.7%)",1033,12
8566,Crystal Rain,2006,/wiki/Crystal_Rain,45,33,"22
                                ·
                                (48.9%)",57,2
8567,Cursor's Fury,2006,/wiki/Cursor%27s_Fury,50,34,"25
                                ·
                                (50%)",38,2
8568,Daemon (novel series),2006,/wiki/Daemon_(novel_series),221,127,"76
                                ·
                                (34.4%)",1248,7
8569,Dairy Queen (novel),2006,/wiki/Dairy_Queen_(novel),131,81,"46
                                ·
                                (35.1%)",311,17
8570,Danse Macabre (novel),2006,/wiki/Danse_Macabre_(novel),152,70,"77
                                ·
                                (50.7%)",490,2
8571,Dark Celebration,2006,/wiki/Dark_Celebration,18,16,"12
                                ·
                                (66.7%)",185,0
8572,Darkvision (novel),2006,/wiki/Darkvision_(novel),13,8,"12
                                ·
                                (92.3%)",102,0
8573,The Dead Fathers Club,2006,/wiki/The_Dead_Fathers_Club,43,21,"32
                                ·
                                (74.4%)",569,1
8574,Defining Dulcie,2006,/wiki/Defining_Dulcie,36,26,"18
                                ·
                                (50%)",209,2
8575,Definitely Dead,2006,/wiki/Definitely_Dead,122,66,"57
                                ·
                                (46.7%)",436,0
8576,Demon Theory,2006,/wiki/Demon_Theory,46,19,"37
                                ·
                                (80.4%)",176,2
8577,Digging to America,2006,/wiki/Digging_to_America,105,56,"49
                                ·
                                (46.7%)",1997,5
8578,A Dirty Job,2006,/wiki/A_Dirty_Job,114,71,"39
                                ·
                                (34.2%)",596,5
8579,The Disunited States of America,2006,/wiki/The_Disunited_States_of_America,64,48,"24
                                ·
                                (37.5%)",197,3
8580,Don't Make a Black Woman Take Off Her Earrings,2006,/wiki/Don%27t_Make_a_Black_Woman_Take_Off_Her_Earrings,26,17,"19
                                ·
                                (73.1%)",198,0
8581,Doppelganger (Brennan novel),2006,/wiki/Doppelganger_(Brennan_novel),83,43,"46
                                ·
                                (55.4%)",675,4
8582,Down the Rabbit Hole (novel),2006,/wiki/Down_the_Rabbit_Hole_(novel),97,68,"28
                                ·
                                (28.9%)",152,16
8583,The Dragon's Eye,2006,/wiki/The_Dragon%27s_Eye,22,15,"17
                                ·
                                (77.3%)",37,2
8584,Dragons of the Dwarven Depths,2006,/wiki/Dragons_of_the_Dwarven_Depths,150,66,"76
                                ·
                                (50.7%)",1065,6
8585,Drawing a Blank,2006,/wiki/Drawing_a_Blank,63,43,"30
                                ·
                                (47.6%)",351,1
8586,Dzur (novel),2006,/wiki/Dzur_(novel),76,51,"31
                                ·
                                (40.8%)",947,2
8587,The Echo Maker,2006,/wiki/The_Echo_Maker,91,58,"42
                                ·
                                (46.2%)",587,1
8588,Echo Park (novel),2006,/wiki/Echo_Park_(novel),80,51,"35
                                ·
                                (43.8%)",2096,5
8589,Elegy for Sam Emerson,2006,/wiki/Elegy_for_Sam_Emerson,25,13,"18
                                ·
                                (72%)",99,0
8590,The Emperor's Children,2006,/wiki/The_Emperor%27s_Children,78,39,"48
                                ·
                                (61.5%)",1104,3
8591,Empire (Card novel),2006,/wiki/Empire_(Card_novel),284,138,"108
                                ·
                                (38%)",1328,14
8592,En Garde (novel),2006,/wiki/En_Garde_(novel),13,12,"11
                                ·
                                (84.6%)",689,1
8593,The End (novel),2006,/wiki/The_End_(novel),2942,1409,"495
                                ·
                                (16.8%)",620,400
8594,Enter the Earth,2006,/wiki/Enter_the_Earth,2,???,"2
                                ·
                                (66.7%)",105,0
8595,Merlin Book 11: The Eternal Flame,2006,/wiki/Merlin_Book_11:_The_Eternal_Flame,83,46,"39
                                ·
                                (47%)",280,6
8596,The Ethical Assassin,2006,/wiki/The_Ethical_Assassin,20,17,"13
                                ·
                                (65%)",61,0
8597,Everlost,2006,/wiki/Everlost,239,141,"60
                                ·
                                (25.1%)",931,39
8598,Everyman (novel),2006,/wiki/Everyman_(novel),71,48,"30
                                ·
                                (42.3%)",431,6
8599,Fablehaven (novel),2006,/wiki/Fablehaven_(novel),161,113,"35
                                ·
                                (21.7%)",801,21
8600,Fairest (novel),2006,/wiki/Fairest_(novel),296,185,"66
                                ·
                                (22.3%)",1309,32
8601,The Faithful Spy,2006,/wiki/The_Faithful_Spy,68,36,"41
                                ·
                                (60.3%)",454,1
8602,Farewell Summer,2006,/wiki/Farewell_Summer,77,45,"34
                                ·
                                (44.2%)",296,5
8603,Firmin: Adventures of a Metropolitan Lowlife,2006,/wiki/Firmin:_Adventures_of_a_Metropolitan_Lowlife,45,20,"32
                                ·
                                (71.1%)",456,2
8604,Flashfire (novel),2006,/wiki/Flashfire_(novel),55,33,"29
                                ·
                                (52.7%)",318,1
8605,For One More Day,2006,/wiki/For_One_More_Day,419,266,"65
                                ·
                                (15.5%)",408,78
8606,Forest Mage,2006,/wiki/Forest_Mage,81,56,"30
                                ·
                                (37%)",1038,1
8607,Forging the Sword,2006,/wiki/Forging_the_Sword,54,39,"22
                                ·
                                (40.7%)",608,5
8608,Fortunate Son (novel),2006,/wiki/Fortunate_Son_(novel),27,18,"17
                                ·
                                (63%)",525,0
8609,Francesca's Kitchen,2006,/wiki/Francesca%27s_Kitchen,34,23,"19
                                ·
                                (55.9%)",132,1
8610,Freaks: Alive on the Inside,2006,/wiki/Freaks:_Alive_on_the_Inside,24,20,"14
                                ·
                                (58.3%)",144,2
8611,Free Baseball,2006,/wiki/Free_Baseball,67,49,"23
                                ·
                                (34.3%)",238,13
8612,Frostbite (Wellington novel),2006,/wiki/Frostbite_(Wellington_novel),54,34,"30
                                ·
                                (55.6%)",622,4
8613,Futureproof (novel),2006,/wiki/Futureproof_(novel),28,19,"19
                                ·
                                (67.9%)",71,1
8614,Gender Blender,2006,/wiki/Gender_Blender,70,50,"29
                                ·
                                (41.4%)",221,13
8615,The Geography of Girlhood,2006,/wiki/The_Geography_of_Girlhood,21,14,"17
                                ·
                                (81%)",85,0
8616,Getting It (novel),2006,/wiki/Getting_It_(novel),40,27,"21
                                ·
                                (52.5%)",178,1
8617,Gilda Joyce: The Ladies of the Lake,2006,/wiki/Gilda_Joyce:_The_Ladies_of_the_Lake,91,53,"41
                                ·
                                (45.1%)",287,7
8618,The Girl in the Tangerine Scarf,2006,/wiki/The_Girl_in_the_Tangerine_Scarf,45,20,"34
                                ·
                                (75.6%)",174,3
8619,The Glass Books of the Dream Eaters,2006,/wiki/The_Glass_Books_of_the_Dream_Eaters,62,47,"22
                                ·
                                (35.5%)",397,0
8620,The Godfather's Revenge,2006,/wiki/The_Godfather%27s_Revenge,117,80,"40
                                ·
                                (34.2%)",493,7
8621,Godslayer,2006,/wiki/Godslayer,23,16,"16
                                ·
                                (69.6%)",20,0
8622,The Good Life (novel),2006,/wiki/The_Good_Life_(novel),27,21,"16
                                ·
                                (59.3%)",34,2
8623,Gooney Bird and the Room Mother,2006,/wiki/Gooney_Bird_and_the_Room_Mother,31,25,"15
                                ·
                                (48.4%)",15,2
8624,Gossamer (novel),2006,/wiki/Gossamer_(novel),261,156,"62
                                ·
                                (23.8%)",394,45
8625,The Grass-Cutting Sword,2006,/wiki/The_Grass-Cutting_Sword,29,14,"24
                                ·
                                (82.8%)",113,0
8626,Grave Sight,2006,/wiki/Grave_Sight,35,26,"17
                                ·
                                (48.6%)",146,0
8627,Gregor and the Marks of Secret,2006,/wiki/Gregor_and_the_Marks_of_Secret,192,126,"52
                                ·
                                (27.1%)",876,18
8628,Grief (novel),2006,/wiki/Grief_(novel),124,37,"93
                                ·
                                (75%)",4227,2
8629,The Grieving Tree,2006,/wiki/The_Grieving_Tree,15,9,"14
                                ·
                                (93.3%)",161,0
8630,H.R.H. (novel),2006,/wiki/H.R.H._(novel),21,19,"11
                                ·
                                (52.4%)",197,0
8631,Half Life (novel),2006,/wiki/Half_Life_(novel),30,23,"15
                                ·
                                (50%)",114,0
8632,Hannibal Rising,2006,/wiki/Hannibal_Rising,548,343,"118
                                ·
                                (21.5%)",1069,41
8633,Happyland (novel),2006,/wiki/Happyland_(novel),29,18,"19
                                ·
                                (65.5%)",107,0
8634,Harbingers (novel),2006,/wiki/Harbingers_(novel),38,24,"22
                                ·
                                (57.9%)",56,0
8635,The Harrowing (novel),2006,/wiki/The_Harrowing_(novel),22,15,"17
                                ·
                                (77.3%)",126,0
8636,Haters (novel),2006,/wiki/Haters_(novel),132,64,"65
                                ·
                                (49.2%)",362,7
8637,Hattie Big Sky,2006,/wiki/Hattie_Big_Sky,56,46,"20
                                ·
                                (35.7%)",161,8
8638,The Heart of a Cult,2006,/wiki/The_Heart_of_a_Cult,45,29,"25
                                ·
                                (55.6%)",151,0
8639,Heat (Lupica novel),2006,/wiki/Heat_(Lupica_novel),344,239,"43
                                ·
                                (12.5%)",325,80
8640,"Here, There Be Dragons",2006,"/wiki/Here,_There_Be_Dragons",143,84,"56
                                ·
                                (39.2%)",446,6
8641,The Higher Power of Lucky,2006,/wiki/The_Higher_Power_of_Lucky,199,132,"49
                                ·
                                (24.6%)",645,24
8642,The Highly Effective Detective,2006,/wiki/The_Highly_Effective_Detective,20,16,"13
                                ·
                                (65%)",71,0
8643,Hip Hop High School,2006,/wiki/Hip_Hop_High_School,82,44,"42
                                ·
                                (51.2%)",163,5
8644,His Majesty's Dragon,2006,/wiki/His_Majesty%27s_Dragon,189,104,"72
                                ·
                                (38.1%)",1318,4
8645,Holmes on the Range,2006,/wiki/Holmes_on_the_Range,32,22,"20
                                ·
                                (62.5%)",210,0
8646,"Home, and Other Big, Fat Lies",2006,"/wiki/Home,_and_Other_Big,_Fat_Lies",26,15,"21
                                ·
                                (80.8%)",284,1
8647,The House (novel),2006,/wiki/The_House_(novel),17,13,"13
                                ·
                                (76.5%)",120,0
8648,House (novel),2006,/wiki/House_(novel),246,143,"66
                                ·
                                (26.8%)",325,17
8649,"How Opal Mehta Got Kissed, Got Wild, and Got a Life",2006,"/wiki/How_Opal_Mehta_Got_Kissed,_Got_Wild,_and_Got_a_Life",969,442,"280
                                ·
                                (28.9%)",3139,106
8650,How to Be Popular,2006,/wiki/How_to_Be_Popular,248,151,"77
                                ·
                                (31%)",659,29
8651,How to Make Money Like a Porn Star,2006,/wiki/How_to_Make_Money_Like_a_Porn_Star,185,84,"77
                                ·
                                (41.6%)",111,30
8652,Hundred-Dollar Baby,2006,/wiki/Hundred-Dollar_Baby,28,21,"16
                                ·
                                (57.1%)",158,0
8653,Hunters of Dune,2006,/wiki/Hunters_of_Dune,296,128,"152
                                ·
                                (51.4%)",1928,20
8654,The Husband,2006,/wiki/The_Husband,143,94,"47
                                ·
                                (32.9%)",1490,10
8655,Hyde and Shriek,2006,/wiki/Hyde_and_Shriek,22,19,"13
                                ·
                                (59.1%)",76,1
8656,"I, Mona Lisa",2006,"/wiki/I,_Mona_Lisa",45,22,"33
                                ·
                                (73.3%)",130,0
8657,The Ice Queen,2006,/wiki/The_Ice_Queen,25,19,"16
                                ·
                                (64%)",267,0
8658,"I'd Tell You I Love You, But Then I'd Have to Kill You",2006,"/wiki/I%27d_Tell_You_I_Love_You,_But_Then_I%27d_Have_to_Kill_You",611,388,"106
                                ·
                                (17.3%)",406,103
8659,The IHOP Papers,2006,/wiki/The_IHOP_Papers,79,42,"42
                                ·
                                (53.2%)",608,5
8660,In the Belly of the Bloodhound,2006,/wiki/In_the_Belly_of_the_Bloodhound,63,42,"30
                                ·
                                (47.6%)",1098,0
8661,In the Dark of the Night (novel),2006,/wiki/In_the_Dark_of_the_Night_(novel),24,17,"16
                                ·
                                (66.7%)",259,0
8662,Inda (novel),2006,/wiki/Inda_(novel),128,77,"46
                                ·
                                (35.9%)",356,19
8663,Infected (novel),2006,/wiki/Infected_(novel),53,22,"39
                                ·
                                (73.6%)",296,1
8664,The Inheritance of Loss,2006,/wiki/The_Inheritance_of_Loss,201,140,"47
                                ·
                                (23.4%)",454,24
8665,The Interpretation of Murder,2006,/wiki/The_Interpretation_of_Murder,74,48,"34
                                ·
                                (45.9%)",182,3
8666,Into a Dark Realm,2006,/wiki/Into_a_Dark_Realm,42,30,"20
                                ·
                                (47.6%)",623,0
8667,Irish Crystal,2006,/wiki/Irish_Crystal,27,19,"17
                                ·
                                (63%)",25,1
8668,It's Kind of a Funny Story,2006,/wiki/It%27s_Kind_of_a_Funny_Story,419,285,"73
                                ·
                                (17.4%)",799,52
8669,Jeremy Fink and the Meaning of Life,2006,/wiki/Jeremy_Fink_and_the_Meaning_of_Life,264,182,"44
                                ·
                                (16.7%)",525,52
8670,Judge and Jury,2006,/wiki/Judge_and_Jury,73,41,"41
                                ·
                                (56.2%)",168,3
8671,Junior (novel),2006,/wiki/Junior_(novel),36,23,"22
                                ·
                                (61.1%)",13,1
8672,Just Listen (novel),2006,/wiki/Just_Listen_(novel),345,246,"47
                                ·
                                (13.6%)",143,35
8673,The Keep (Egan novel),2006,/wiki/The_Keep_(Egan_novel),39,25,"24
                                ·
                                (61.5%)",399,0
8674,The Killing Song,2006,/wiki/The_Killing_Song,15,9,"14
                                ·
                                (93.3%)",168,0
8675,King Dork,2006,/wiki/King_Dork,189,105,"75
                                ·
                                (39.7%)",1014,39
8676,The King of Attolia,2006,/wiki/The_King_of_Attolia,55,37,"23
                                ·
                                (41.8%)",469,1
8677,Kushiel's Scion,2006,/wiki/Kushiel%27s_Scion,136,71,"65
                                ·
                                (47.8%)",323,2
8678,The Last Days (Westerfeld novel),2006,/wiki/The_Last_Days_(Westerfeld_novel),139,92,"48
                                ·
                                (34.5%)",1629,11
8679,Last Shot: A Final Four Mystery,2006,/wiki/Last_Shot:_A_Final_Four_Mystery,115,77,"31
                                ·
                                (27%)",104,27
8680,The Last Unicorn: The Lost Version,2006,/wiki/The_Last_Unicorn:_The_Lost_Version,36,28,"17
                                ·
                                (47.2%)",157,0
8681,The Last Witchfinder,2006,/wiki/The_Last_Witchfinder,29,11,"26
                                ·
                                (89.7%)",257,0
8682,The Lay of the Land,2006,/wiki/The_Lay_of_the_Land,60,37,"30
                                ·
                                (50%)",533,0
8683,Letting Go of Lisa,2006,/wiki/Letting_Go_of_Lisa,48,28,"29
                                ·
                                (60.4%)",53,2
8684,Leven Thumps and the Whispered Secret,2006,/wiki/Leven_Thumps_and_the_Whispered_Secret,84,59,"32
                                ·
                                (38.1%)",1816,7
8685,Lies of Light,2006,/wiki/Lies_of_Light,14,8,"12
                                ·
                                (85.7%)",90,0
8686,The Lies of Locke Lamora,2006,/wiki/The_Lies_of_Locke_Lamora,253,149,"86
                                ·
                                (34%)",1056,12
8687,Life as We Knew It (novel),2006,/wiki/Life_as_We_Knew_It_(novel),707,432,"77
                                ·
                                (10.9%)",1546,162
8688,Limitations (novel),2006,/wiki/Limitations_(novel),35,26,"18
                                ·
                                (51.4%)",197,2
8689,Lisey's Story,2006,/wiki/Lisey%27s_Story,278,187,"71
                                ·
                                (25.5%)",470,17
8690,London Calling (Bloor novel),2006,/wiki/London_Calling_(Bloor_novel),39,31,"16
                                ·
                                (41%)",384,4
8691,The Lost Fleet: Dauntless,2006,/wiki/The_Lost_Fleet:_Dauntless,55,31,"33
                                ·
                                (60%)",490,2
8692,Lost in the Garden,2006,/wiki/Lost_in_the_Garden,21,13,"15
                                ·
                                (71.4%)",60,0
8693,Lost Light,2006,/wiki/Lost_Light,41,32,"17
                                ·
                                (41.5%)",189,1
8694,The Lost Warrior (manga),2006,/wiki/The_Lost_Warrior_(manga),124,67,"49
                                ·
                                (39.5%)",534,14
8695,Love and Other Impossible Pursuits,2006,/wiki/Love_and_Other_Impossible_Pursuits,45,33,"22
                                ·
                                (48.9%)",292,0
8696,Lush: A Novel,2006,/wiki/Lush:_A_Novel,47,36,"20
                                ·
                                (42.6%)",91,7
8697,next page,2006,/w/index.php?title=Category:2006_American_novels&pagefrom=Machines+Child%0AThe+Machine%27s+Child#mw-pages,NA,NA,NA,NA,NA
8698,next page,2007,/w/index.php?title=Category:2007_American_novels&pagefrom=Leepike+Ridge%0ALeepike+Ridge#mw-pages,NA,NA,NA,NA,NA
8699,The 6th Target,2007,/wiki/The_6th_Target,48,37,"20
                                ·
                                (41.7%)",515,1
8700,30 Days of Night (novel),2007,/wiki/30_Days_of_Night_(novel),18,14,"11
                                ·
                                (61.1%)",67,0
8701,The 47th Samurai,2007,/wiki/The_47th_Samurai,34,25,"18
                                ·
                                (52.9%)",192,2
8702,99 Coffins,2007,/wiki/99_Coffins,65,32,"42
                                ·
                                (64.6%)",767,1
8703,100 Cupboards,2007,/wiki/100_Cupboards,162,92,"60
                                ·
                                (37%)",608,29
8704,1634: The Baltic War,2007,/wiki/1634:_The_Baltic_War,136,82,"45
                                ·
                                (33.1%)",461,4
8705,1634: The Bavarian Crisis,2007,/wiki/1634:_The_Bavarian_Crisis,93,59,"39
                                ·
                                (41.9%)",748,0
8706,1945 (Conroy novel),2007,/wiki/1945_(Conroy_novel),92,56,"43
                                ·
                                (46.7%)",199,3
8707,The Absolutely True Diary of a Part-Time Indian,2007,/wiki/The_Absolutely_True_Diary_of_a_Part-Time_Indian,1461,619,"373
                                ·
                                (25.5%)",5678,245
8708,The Abstinence Teacher,2007,/wiki/The_Abstinence_Teacher,52,38,"22
                                ·
                                (42.3%)",202,2
8709,Acacia: The War with the Mein,2007,/wiki/Acacia:_The_War_with_the_Mein,58,42,"24
                                ·
                                (41.4%)",334,2
8710,The Accidental Cheerleader,2007,/wiki/The_Accidental_Cheerleader,29,20,"19
                                ·
                                (65.5%)",581,1
8711,The Accidental Time Machine,2007,/wiki/The_Accidental_Time_Machine,172,103,"58
                                ·
                                (33.7%)",817,3
8712,Afterimage (novel),2007,/wiki/Afterimage_(novel),27,12,"21
                                ·
                                (77.8%)",84,0
8713,Air Apparent,2007,/wiki/Air_Apparent,57,44,"22
                                ·
                                (38.6%)",266,1
8714,Alcatraz Versus the Evil Librarians,2007,/wiki/Alcatraz_Versus_the_Evil_Librarians,185,124,"42
                                ·
                                (22.7%)",697,22
8715,Alcatraz Versus the Scrivener's Bones,2007,/wiki/Alcatraz_Versus_the_Scrivener%27s_Bones,74,47,"34
                                ·
                                (45.9%)",673,2
8716,The Alchemyst: The Secrets of the Immortal Nicholas Flamel,2007,/wiki/The_Alchemyst:_The_Secrets_of_the_Immortal_Nicholas_Flamel,712,406,"170
                                ·
                                (23.9%)",1290,84
8717,Alfred Kropp: The Seal of Solomon,2007,/wiki/Alfred_Kropp:_The_Seal_of_Solomon,68,45,"31
                                ·
                                (45.6%)",132,8
8718,All Together Dead,2007,/wiki/All_Together_Dead,92,53,"46
                                ·
                                (50%)",696,3
8719,Allegiance (novel),2007,/wiki/Allegiance_(novel),105,71,"38
                                ·
                                (36.2%)",359,2
8720,Almost Home (novel),2007,/wiki/Almost_Home_(novel),32,21,"19
                                ·
                                (59.4%)",81,2
8721,The Almost Moon,2007,/wiki/The_Almost_Moon,120,81,"38
                                ·
                                (31.7%)",185,10
8722,The Alton Gift,2007,/wiki/The_Alton_Gift,24,13,"21
                                ·
                                (87.5%)",1242,0
8723,Amen Corner (novel),2007,/wiki/Amen_Corner_(novel),43,27,"25
                                ·
                                (58.1%)",291,1
8724,"Among Other Things, I've Taken Up Smoking",2007,"/wiki/Among_Other_Things,_I%27ve_Taken_Up_Smoking",26,18,"18
                                ·
                                (69.2%)",132,0
8725,Anxious Pleasures,2007,/wiki/Anxious_Pleasures,26,13,"23
                                ·
                                (88.5%)",414,0
8726,Apathy and Other Small Victories,2007,/wiki/Apathy_and_Other_Small_Victories,42,17,"35
                                ·
                                (83.3%)",241,0
8727,Atherton: The House of Power,2007,/wiki/Atherton:_The_House_of_Power,98,58,"46
                                ·
                                (46.9%)",796,10
8728,Austenland,2007,/wiki/Austenland,69,56,"20
                                ·
                                (29%)",249,3
8729,Axis (novel),2007,/wiki/Axis_(novel),41,35,"15
                                ·
                                (36.6%)",242,0
8730,Bad Monkeys,2007,/wiki/Bad_Monkeys,46,30,"25
                                ·
                                (54.3%)",322,5
8731,"Baltimore, or, The Steadfast Tin Soldier and the Vampire",2007,"/wiki/Baltimore,_or,_The_Steadfast_Tin_Soldier_and_the_Vampire",98,55,"48
                                ·
                                (49%)",1520,4
8732,Barfing in the Backseat: How I Survived My Family Road Trip,2007,/wiki/Barfing_in_the_Backseat:_How_I_Survived_My_Family_Road_Trip,27,18,"19
                                ·
                                (70.4%)",126,2
8733,Batman: Fear Itself,2007,/wiki/Batman:_Fear_Itself,27,16,"21
                                ·
                                (77.8%)",43,2
8734,Beastly,2007,/wiki/Beastly,545,310,"135
                                ·
                                (24.8%)",1096,77
8735,A Beautiful Blue Death,2007,/wiki/A_Beautiful_Blue_Death,31,19,"21
                                ·
                                (67.7%)",407,0
8736,Beautiful Stranger (Zoey Dean novel),2007,/wiki/Beautiful_Stranger_(Zoey_Dean_novel),59,44,"22
                                ·
                                (37.3%)",579,4
8737,The Beautiful Things That Heaven Bears,2007,/wiki/The_Beautiful_Things_That_Heaven_Bears,63,26,"44
                                ·
                                (69.8%)",2137,4
8738,Beige (novel),2007,/wiki/Beige_(novel),35,24,"20
                                ·
                                (57.1%)",392,2
8739,Belladonna (novel),2007,/wiki/Belladonna_(novel),64,30,"43
                                ·
                                (67.2%)",149,2
8740,Betrayed (Cast novel),2007,/wiki/Betrayed_(Cast_novel),81,44,"45
                                ·
                                (55.6%)",733,4
8741,Beyond the Gap,2007,/wiki/Beyond_the_Gap,20,16,"14
                                ·
                                (70%)",152,0
8742,The Big Question (novel),2007,/wiki/The_Big_Question_(novel),24,20,"12
                                ·
                                (50%)",120,0
8743,Blaze (novel),2007,/wiki/Blaze_(novel),225,151,"47
                                ·
                                (20.9%)",612,22
8744,Blood Lines (Wilks novel),2007,/wiki/Blood_Lines_(Wilks_novel),41,25,"23
                                ·
                                (56.1%)",77,1
8745,Bloodline (Wilson novel),2007,/wiki/Bloodline_(Wilson_novel),24,20,"14
                                ·
                                (58.3%)",382,0
8746,Body of Lies (novel),2007,/wiki/Body_of_Lies_(novel),52,38,"23
                                ·
                                (44.2%)",281,2
8747,Bones to Ashes,2007,/wiki/Bones_to_Ashes,27,22,"15
                                ·
                                (55.6%)",246,0
8748,Book of a Thousand Days,2007,/wiki/Book_of_a_Thousand_Days,142,89,"52
                                ·
                                (36.6%)",1250,17
8749,The Book of Air and Shadows,2007,/wiki/The_Book_of_Air_and_Shadows,24,18,"16
                                ·
                                (66.7%)",108,0
8750,Book of the Dead (Cornwell novel),2007,/wiki/Book_of_the_Dead_(Cornwell_novel),26,21,"15
                                ·
                                (57.7%)",235,1
8751,Boomsday (novel),2007,/wiki/Boomsday_(novel),82,54,"34
                                ·
                                (41.5%)",304,2
8752,Boot Camp (novel),2007,/wiki/Boot_Camp_(novel),246,180,"34
                                ·
                                (13.8%)",440,27
8753,Bound by Iron,2007,/wiki/Bound_by_Iron,16,10,"15
                                ·
                                (93.8%)",179,0
8754,The Bourne Betrayal,2007,/wiki/The_Bourne_Betrayal,209,118,"79
                                ·
                                (37.8%)",1321,15
8755,Breakable You,2007,/wiki/Breakable_You,38,25,"23
                                ·
                                (60.5%)",153,2
8756,Breakfast with Buddha,2007,/wiki/Breakfast_with_Buddha,23,15,"16
                                ·
                                (69.6%)",1579,0
8757,Breakpoint (novel),2007,/wiki/Breakpoint_(novel),36,26,"19
                                ·
                                (52.8%)",121,0
8758,Bridge of Sighs (novel),2007,/wiki/Bridge_of_Sighs_(novel),22,17,"15
                                ·
                                (68.2%)",110,1
8759,The Brief Wondrous Life of Oscar Wao,2007,/wiki/The_Brief_Wondrous_Life_of_Oscar_Wao,625,390,"106
                                ·
                                (17%)",5656,53
8760,Bungalow 2,2007,/wiki/Bungalow_2,22,17,"15
                                ·
                                (68.2%)",139,0
8761,Call Me by Your Name (novel),2007,/wiki/Call_Me_by_Your_Name_(novel),129,76,"49
                                ·
                                (38%)",947,20
8762,The Candy Shop War,2007,/wiki/The_Candy_Shop_War,283,180,"50
                                ·
                                (17.7%)",311,44
8763,Captain's Fury,2007,/wiki/Captain%27s_Fury,82,40,"49
                                ·
                                (59.8%)",977,2
8764,Casanegra (novel),2007,/wiki/Casanegra_(novel),28,15,"20
                                ·
                                (71.4%)",310,0
8765,Caspian Rain,2007,/wiki/Caspian_Rain,19,11,"17
                                ·
                                (89.5%)",195,0
8766,The Castle in the Forest,2007,/wiki/The_Castle_in_the_Forest,92,63,"36
                                ·
                                (39.1%)",613,2
8767,The Cat Who Had 60 Whiskers,2007,/wiki/The_Cat_Who_Had_60_Whiskers,39,23,"24
                                ·
                                (61.5%)",204,1
8768,Cauldron (McDevitt novel),2007,/wiki/Cauldron_(McDevitt_novel),21,12,"19
                                ·
                                (90.5%)",292,0
8769,The Chase (novel),2007,/wiki/The_Chase_(novel),73,45,"38
                                ·
                                (52.1%)",323,5
8770,The Choice (novel),2007,/wiki/The_Choice_(novel),159,116,"38
                                ·
                                (23.9%)",222,14
8771,Chosen (Dekker novel),2007,/wiki/Chosen_(Dekker_novel),92,55,"41
                                ·
                                (44.6%)",2877,8
8772,Chronicles of Xan,2007,/wiki/Chronicles_of_Xan,41,25,"25
                                ·
                                (61%)",758,1
8773,City of Bones (Clare novel),2007,/wiki/City_of_Bones_(Clare_novel),1242,796,"152
                                ·
                                (12.2%)",1051,142
8774,Confessor (novel),2007,/wiki/Confessor_(novel),278,166,"78
                                ·
                                (28.1%)",1858,11
8775,The Court of the Air,2007,/wiki/The_Court_of_the_Air,48,28,"29
                                ·
                                (60.4%)",243,2
8776,Cover Up (Feinstein novel),2007,/wiki/Cover_Up_(Feinstein_novel),109,77,"30
                                ·
                                (27.5%)",1053,20
8777,Dark Possession,2007,/wiki/Dark_Possession,15,13,"12
                                ·
                                (80%)",392,0
8778,Dark Reflections,2007,/wiki/Dark_Reflections,50,33,"26
                                ·
                                (52%)",156,1
8779,The Dark River (novel),2007,/wiki/The_Dark_River_(novel),69,47,"25
                                ·
                                (36.2%)",892,0
8780,The Darkest Evening of the Year,2007,/wiki/The_Darkest_Evening_of_the_Year,45,31,"22
                                ·
                                (48.9%)",232,1
8781,The Day of the Djinn Warriors,2007,/wiki/The_Day_of_the_Djinn_Warriors,111,67,"44
                                ·
                                (39.6%)",223,12
8782,Dead Sea (novel),2007,/wiki/Dead_Sea_(novel),46,31,"25
                                ·
                                (54.3%)",233,5
8783,Deadline (Crutcher novel),2007,/wiki/Deadline_(Crutcher_novel),74,55,"27
                                ·
                                (36.5%)",314,12
8784,Dear John (novel),2007,/wiki/Dear_John_(novel),330,217,"66
                                ·
                                (20%)",319,47
